file_name,file_id,file_url,parent_folder_name,parent_folder_id,mime_type,created,modified,size_bytes,owner,project,sub_topic,type,status,summary_50w,linked_projects,value_score,action,enrichment_status
попробуй,1Obosdh8b7QcLgbwon0JYsa24Y47Jr_P99_TtQPeCPFE,https://docs.google.com/document/d/1Obosdh8b7QcLgbwon0JYsa24Y47Jr_P99_TtQPeCPFE/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2025-08-31T17:49:16.381Z,2025-08-31T17:49:18.010Z,3344,dogecryptoco@gmail.com,Leaders Advocates,"Международный судебный спор, культурное наследие, религиозная община, юридическая стратегия","Нарративное описание кейса, исторический юридический кейс",,"Община Хабад решает подать в суд на Россию в США за библиотеку Шнеерсона, сталкиваясь с внутренними разногласиями и сложными юридическими вызовами. Адвокат Алан Шор предлагает нетрадиционную стратегию для возвращения национализированных культурных ценностей, подчеркивая трудности судебного разбирательства против суверенного государства.","Leaders Advocates, AVOuniverse, 100Trust, Контент-завод",4,KEEP,AI_DONE
попробуй,1K_X8LMVkc2awCCDda0Av5pTgNmmhpo9l3y2Rk6E6OHY,https://docs.google.com/document/d/1K_X8LMVkc2awCCDda0Av5pTgNmmhpo9l3y2Rk6E6OHY/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2025-08-31T16:35:52.359Z,2025-08-31T16:35:53.763Z,3344,dogecryptoco@gmail.com,UNCATEGORIZED,"Международный судебный спор, религиозное наследие, юридическая стратегия","Кейс-стади, повествование",,"Раввины Хабада решают подать в суд на Россию в США за библиотеку Шнеерсона, несмотря на внутренние разногласия. Адвокат Алан Шор берется за дело, признавая сложности с суверенным иммунитетом, но планирует превратить юридическую битву в моральную, используя нетрадиционные стратегии для возвращения святыни.",,4,REVIEW,AI_DONE
отлично только пришли мне предыдущую обложку,1e9GMdG6wTaax5eNvJfBgiJ0h6RII3gaCBAM_OjpThoY,https://docs.google.com/document/d/1e9GMdG6wTaax5eNvJfBgiJ0h6RII3gaCBAM_OjpThoY/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2025-08-31T16:35:15.916Z,2025-08-31T16:35:18.226Z,258763,dogecryptoco@gmail.com,Капитал-индекс,Design Asset Request,Communication Log,,"A conversation log detailing a request for a specific, older, non-photorealistic cover image. The requested cover was provided and confirmed as the desired version for a document related to Alexander Tyurin's capital index.",,3,KEEP,AI_DONE
Создай,1ThjDzuEq8miUQGmg6C6m2h4CWWMahhkCxSy_NPBw4e4,https://docs.google.com/document/d/1ThjDzuEq8miUQGmg6C6m2h4CWWMahhkCxSy_NPBw4e4/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2025-08-31T16:20:24.326Z,2025-08-31T16:20:26.182Z,1248,dogecryptoco@gmail.com,Капитал-индекс,Иллюстрированная книга 'Заседание' (глава 5),Контент,,"Создан иллюстрированный рассказ по 5-й главе 'Заседание'. Книга выполнена в фотореалистичном стиле, изображая хасидов в традиционной одежде. Автор: Денис Краевский. Файл создан 31 августа.",Контент-завод,4,KEEP,AI_DONE
"Краткий пересказ сюжета:
Завязка в Дубае, 2025 го...",1nrWo1Y9lVLh_0RtlMHTKVMw2fnielXEFJ8kiScJX7Y4,https://docs.google.com/document/d/1nrWo1Y9lVLh_0RtlMHTKVMw2fnielXEFJ8kiScJX7Y4/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2025-08-18T08:34:21.427Z,2025-08-18T08:34:23.420Z,1334,dogecryptoco@gmail.com,Контент-завод,Конспирологический триллер,Сюжет рассказа,,"Завязка в Дубае, 2025 год. Московский адвокат втянут в опасную игру с таинственным саквояжем, пророчествами Жириновского и борьбой за контроль над реальностью. Рассказ для взрослых читателей.","Integra Motors Dubai, Leaders Advocates",3,KEEP,AI_DONE
Сборник стихов.docx,1azwUi8HbQqgQRy2V_CPlfW4GT0k44PJ7,https://docs.google.com/document/d/1azwUi8HbQqgQRy2V_CPlfW4GT0k44PJ7/edit?usp=drivesdk&ouid=101708733213203704249&rtpof=true&sd=true,_ROOT_,root,application/vnd.openxmlformats-officedocument.wordprocessingml.document,2025-08-14T22:54:38.320Z,2025-08-14T22:54:38.320Z,15704,dogecryptoco@gmail.com,Личное,Poetry,Document,,"A collection of personal poems by Alexander Tyurin. Represents creative work with potential sentimental or intellectual property value, but likely low direct financial impact on a capital index.",,1,REVIEW,AI_DONE
Сборник стихов,1wBkvut7FlSU41cweHa5jeIrTnd59nKk38OGfxDZNM0s,https://docs.google.com/document/d/1wBkvut7FlSU41cweHa5jeIrTnd59nKk38OGfxDZNM0s/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2025-08-14T22:53:52.053Z,2025-08-14T22:53:53.911Z,9533,dogecryptoco@gmail.com,Личное,Философия жизни и лирика,Поэзия,,"Сборник стихов Александра Тюрина «Мои миры» раскрывает философию дерзкой самоопределенности, создания собственных правил и стремления к успеху. Темы включают красоту и вызовы жизни, любовь, дружбу, быстротечность времени и неугасающую надежду, отражая глубокие личные убеждения автора.","AVOuniverse, 100Trust",4,KEEP,AI_DONE
Сборник стихов,1-n2zeAaR4OENdKmwa4MkcMTHRimUkJRCKtetpPFKfZw,https://docs.google.com/document/d/1-n2zeAaR4OENdKmwa4MkcMTHRimUkJRCKtetpPFKfZw/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2025-08-14T22:42:42.818Z,2025-08-14T22:42:44.595Z,11007,dogecryptoco@gmail.com,Спящие активы,Personal Philosophy & Entrepreneurial Mindset,Literary Work / Poetry,,"A collection of poems by Alexander Tyurin, revealing a blend of ambitious entrepreneurial philosophy, particularly in 'Мои миры' with themes of rule-making and strategic success, alongside reflective pieces on nature, love, and the transient beauty of life. Provides insight into his core values and drive.",N/A,4,KEEP,AI_DONE
Финальный вариант полного отчета чоответствующего...,1zm8AlAahEpx8BmHXwht9MsaFPVfJSbbMeM6YbEx-B1k,https://docs.google.com/document/d/1zm8AlAahEpx8BmHXwht9MsaFPVfJSbbMeM6YbEx-B1k/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2025-07-30T05:28:26.415Z,2025-07-30T07:17:03.475Z,7791,dogecryptoco@gmail.com,Спящие активы,Финансовый отчет,Отчет,,"Отчет детализирует доходы (16,500 AED) от продажи автомобилей и фактические расходы (22,900 AED) на обслуживание, ремонт и логистику. Также указаны подтвержденные предстоящие расходы (минимум 7,850 AED) на эвакуацию и штрафы. Проект демонстрирует текущий чистый убыток.",Integra Motors Dubai,5,KEEP,AI_DONE
"Пересчитать расходы 
Финальный отчет по проекту «...",1wiIyN2vJTfIkZTYjTP9Q3f3p0q52eNR2JoqhtEYfTGM,https://docs.google.com/document/d/1wiIyN2vJTfIkZTYjTP9Q3f3p0q52eNR2JoqhtEYfTGM/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2025-07-30T07:09:17.663Z,2025-07-30T07:09:19.259Z,4241,dogecryptoco@gmail.com,Капитал-индекс,Финансовый учет и анализ расходов,Финансовый отчет (Python-скрипт),,"Python-скрипт рассчитывает общий доход (16500 AED) от двух источников и детализированные расходы (22900 AED) на обслуживание автомобилей, парковку и прочие услуги. Конечный результат показывает убыток в размере -6400 AED, предоставляя четкий финансовый снимок для оценки капитала.","Integra Motors Dubai, AvoInvestGroup, AVOuniverse",4,KEEP,AI_DONE
Финальный вариант полного отчета чоответствующего ...,1wOT5_NwRwXI7u0XOkTJ2QQ_-UILRZRN7qwnBHt7Oflw,https://docs.google.com/document/d/1wOT5_NwRwXI7u0XOkTJ2QQ_-UILRZRN7qwnBHt7Oflw/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2025-07-29T23:19:36.179Z,2025-07-29T23:19:37.879Z,4655,dogecryptoco@gmail.com,Спящие активы,Стратегия и финансовая сводка,Финальный отчет,,"Финальный отчет по проекту «Автосервис Фила» описывает стратегию систематизации и монетизации автопарка через аренду, продажу, утилизацию и управление активами. Включает приоритеты по легализации и генерации денежного потока. Представлена финансовая сводка с доходами от продажи автомобилей (16,500 AED) и детализированными расходами.",,5,KEEP,AI_DONE
Почему не включены в расходы суммы  перегистрации ...,1h9YFWXdqphshHJniW2xcHVqXURiOF8BJvU8kU0l473I,https://docs.google.com/document/d/1h9YFWXdqphshHJniW2xcHVqXURiOF8BJvU8kU0l473I/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2025-07-29T23:08:08.788Z,2025-07-29T23:08:42.082Z,2595,dogecryptoco@gmail.com,Integra Motors Dubai,Финансовый отчет по операциям с автомобилями,Финансовый отчет,,"Документ представляет финансовую сводку по проекту, детализируя фактические доходы (16,500 AED) от продажи автомобилей и фактические расходы (19,100 AED) на ремонт, транспортировку и обслуживание. Также указаны предстоящие обязательства (более 10,000 AED) по эвакуации, штрафам и продлению регистрации автомобилей, указывая на отрицательный денежный поток.",,5,KEEP,AI_DONE
Оперативная справка Алексеев В.В ,1h_2udshfDZ0AK7Q6a1nULpHO9qKKrIliUB8vnA62lQA,https://docs.google.com/document/d/1h_2udshfDZ0AK7Q6a1nULpHO9qKKrIliUB8vnA62lQA/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2025-07-26T08:12:18.594Z,2025-07-26T08:15:42.776Z,4854,dogecryptoco@gmail.com,UNCATEGORIZED,Оперативная справка по Алексееву Вячеславу Викторовичу и связанным лицам,Оперативная справка,,"Оперативная справка детализирует Алексеева Вячеслава Викторовича (1994 г.р., фотограф), его жену Екатерину Сергеевну (дизайнер интерьеров, отмечена в Дубае) и мать Людмилу Ильиничну. Включает полные личные данные: ФИО, даты рождения, паспорта, телефоны, адреса, ИНН, СНИЛС, транспортные средства.",Integra Motors Dubai,4,KEEP,AI_DONE
Оперативная справка Алексеев ВВ,1FVZyjObWe8US2b-zaVYVEGrwiWtbuDzQq0wfUtTP7lg,https://docs.google.com/document/d/1FVZyjObWe8US2b-zaVYVEGrwiWtbuDzQq0wfUtTP7lg/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2025-07-26T08:06:50.878Z,2025-07-26T08:08:13.891Z,4937,dogecryptoco@gmail.com,Капитал-индекс,Алексеев Вячеслав Викторович и связанные лица,Оперативная справка,,"Оперативная справка по Алексееву Вячеславу Викторовичу (1994 г.р.), его жене Алексеевой Екатерине Сергеевне (1995 г.р.) и матери Алексеевой Людмиле Ильиничне (1971 г.р.). Содержит полные ФИО, даты рождения, паспортные данные, телефоны, ИНН, СНИЛС, адреса проживания в Астрахани и Москве, данные о ТС. Упоминается Дубай в профиле жены.",,5,KEEP,AI_DONE
HimeraSearch-239c1cf2-1228-4d64-a782-0ff209c720cf-2608768848445daecd,19G7j6KkvvmuMCRxy3eU7xJYmKCPnjIGpfRtZfkle9ac,https://docs.google.com/document/d/19G7j6KkvvmuMCRxy3eU7xJYmKCPnjIGpfRtZfkle9ac/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2025-07-26T07:37:24.059Z,2025-07-26T07:37:25.614Z,3213,dogecryptoco@gmail.com,Leaders Advocates,"Call logs, Communication history, Contact network","Raw communication data, Personal data (phone numbers, call times)",,"This file contains detailed call logs for the phone number 79297427212 from 2018 to 2024. It records incoming and outgoing calls, including dates, times, and the phone numbers of other parties involved. The data reveals communication patterns and a network of contacts.",,4,KEEP,AI_DONE
Запрос паркинг,19KEKtTom4yMjGScKp6gi0kJgQqMO0zzYn2iH5Ol0ZSg,https://docs.google.com/document/d/19KEKtTom4yMjGScKp6gi0kJgQqMO0zzYn2iH5Ol0ZSg/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2025-07-23T06:50:31.370Z,2025-07-23T06:58:55.469Z,2587,dogecryptoco@gmail.com,AvoInvestGroup,Vehicle Asset Management & Recovery,Official Request,,"Alexander Tyurin, representing Philipp Korogluev, requests information from Emirates Parking. He seeks official documents for nine vehicles previously impounded and repurchased via auction, and current location/fines for two other vehicles, providing VINs and contact details.",Integra Motors Dubai,4,KEEP,AI_DONE
Запрос Емиретс,1yvqmaQzZxMuV5xW_femMpFC7TqN9jSCNVF0k1hYAqZc,https://docs.google.com/document/d/1yvqmaQzZxMuV5xW_femMpFC7TqN9jSCNVF0k1hYAqZc/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2025-07-23T06:46:59.555Z,2025-07-23T06:47:30.637Z,2621,dogecryptoco@gmail.com,Integra Motors Dubai,Vehicle Asset Management & Recovery,Official Request for Information,,"Alexander Tyurin, representing Philipp Korogluev, requests documents for nine vehicles previously bought back from Emirates Auction after impoundment. He also seeks location and penalty information for two other vehicles, crucial for asset management and resolving ownership issues.",,4,KEEP,AI_DONE
Объяснение Короглуев.,1xGhkdZ6z6YXByMAeCVyfpxjQZBGdxP5KvzjzFzmVnqE,https://docs.google.com/document/d/1xGhkdZ6z6YXByMAeCVyfpxjQZBGdxP5KvzjzFzmVnqE/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2025-07-23T06:33:13.981Z,2025-07-23T06:33:46.173Z,3263,dogecryptoco@gmail.com,Integra Motors Dubai,Legal dispute over vehicle seizure,Police statement / Legal complaint,,Filipp Korogluev filed a police statement in Dubai regarding the repeated illegal seizure of vehicles he legally purchased. The cars were taken from his rented villa by the landlord and others. He had to repurchase them once after the first incident and now seeks police intervention for the second seizure.,,4,KEEP,AI_DONE
СПИСОК Авто с документами,1PvjqeWGQFu3O6XO5fXF-Tsxu8yTy8eLvnRUsRLvK-XU,https://docs.google.com/document/d/1PvjqeWGQFu3O6XO5fXF-Tsxu8yTy8eLvnRUsRLvK-XU/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2025-07-04T11:30:51.744Z,2025-07-04T11:31:20.460Z,8211,dogecryptoco@gmail.com,Капитал-индекс,Список транспортных средств,Данные об активах,,"Анализ документов выявил 36 уникальных транспортных средств. Представлен детальный список автомобилей с указанием года выпуска, цвета, VIN и владельцев. Среди ключевых владельцев фигурируют FILIPP KOROGLUEV, ZAMIR GARAFOV, VIACHESLAV ALEXEEV, DARWISH MARINE L.L.C и Serious Lama Car Rental L.L.C.",,4,KEEP,AI_DONE
"WEBSITE: 🌐   https://alsaqrauctions.com/ 

SOCIA...",1l2kEBoxE_ow-PMRfQ4gifXt11t6budEleduLzgAilVU,https://docs.google.com/document/d/1l2kEBoxE_ow-PMRfQ4gifXt11t6budEleduLzgAilVU/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2025-07-04T07:03:48.410Z,2025-07-04T07:04:12.208Z,4429,dogecryptoco@gmail.com,Спящие активы,Автомобильные аукционы и сервис,Бизнес-проект,,"Комплекс в Шардже, ОАЭ, включает два объекта: AL SAQR AL FADHI CARS AUCTION LLC для аукционов подержанных авто (лицензия истекла в октябре 2023) и DAR AL BUHAIRA AUTO MAIN. L.L.C для ТО и ремонта (лицензия с сентября 2024, частично оборудован). Проводятся онлайн и офлайн торги.",,1,REVIEW,AI_DONE
Жалоба Рейнский.,1X7zOr_c-VFe4ZtGn34T7YB4ioOzNRlGoaDvOIXk5SPU,https://docs.google.com/document/d/1X7zOr_c-VFe4ZtGn34T7YB4ioOzNRlGoaDvOIXk5SPU/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2025-07-03T17:36:29.401Z,2025-07-03T17:36:29.401Z,4562,dogecryptoco@gmail.com,Leaders Advocates,Administrative Law,Legal Complaint,,"Mark Reinsky filed a complaint with the Tushinsky District Court against an administrative penalty (traffic fine of 2250 rubles) issued on June 23, 2025, for a traffic violation. He disputes the decision as unlawful and baseless, asserting the appeal deadline was met.",Leaders Advocates,3,KEEP,AI_DONE
Сделай полную жалобу с указанием суда и укажите на...,1c31CjCPXV_armNJ0uxXYuXbWUb8YeODkHDRmq3YkHX0,https://docs.google.com/document/d/1c31CjCPXV_armNJ0uxXYuXbWUb8YeODkHDRmq3YkHX0/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2025-07-03T17:33:52.842Z,2025-07-03T17:36:04.172Z,4672,dogecryptoco@gmail.com,Leaders Advocates,Обжалование административного правонарушения,Жалоба,,"Жалоба Марка Рейнского в Тушинский районный суд на постановление инспектора ДПС Копелюшника О.А. от 23.06.2025 о штрафе по ч. 1 ст. 12.15 КоАП РФ. Заявитель оспаривает законность и обоснованность постановления, ссылаясь на нарушение процессуальных норм и несостоятельность обстоятельств дела, а также соблюдение сроков обжалования.",,4,KEEP,AI_DONE
Я просил без жирного шрифта,1VNC2bSAsC0G2YHLYVn1s6s7XGsG01HBmboLeHuj9UsE,https://docs.google.com/document/d/1VNC2bSAsC0G2YHLYVn1s6s7XGsG01HBmboLeHuj9UsE/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2025-07-03T09:50:31.954Z,2025-07-03T09:52:52.164Z,2116,dogecryptoco@gmail.com,Integra Motors Dubai,Финансовая сводка,Финансовый отчет,,"Финансовая сводка проекта показывает фактический доход 16,500 AED и расходы 14,000 AED, оставляя 2,500 AED. Однако, подтвержденные обязательства на 6,750 AED приводят к ожидаемому дефициту в -4,250 AED, который может увеличиться из-за неопределенных штрафов.",,2,REVIEW,AI_DONE
Auction Silver Eagle,1DPvPTOZ9sWzVSRF_T4E6IykMv072WF3CKfHWmdSAK7M,https://docs.google.com/document/d/1DPvPTOZ9sWzVSRF_T4E6IykMv072WF3CKfHWmdSAK7M/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2025-07-02T09:59:41.602Z,2025-07-02T10:49:54.728Z,3532,dogecryptoco@gmail.com,Спящие активы,Аукционный комплекс и автосервис в ОАЭ,"Бизнес-актив, Недвижимость",,"Аукционный комплекс Silver Eagle в Шардже, ОАЭ, состоит из двух объектов: аукциона подержанных автомобилей (3800 м²) и автосервиса (56 749 м²). Арендуется у Al Hanoo Real Estate за 980 000 AED/год. Ключевые партнеры: Владимир Рунов Пераль, Вадим Либень, Франсиско Томас Гарсия. Лицензии требуют актуализации.",,2,REVIEW,AI_DONE
Хорошо давай доработаем инвестиционное предложение,1TlOvUBh9q-fRRLWjxo3_PyqJKtigx7bgFtPvZd0B1Q8,https://docs.google.com/document/d/1TlOvUBh9q-fRRLWjxo3_PyqJKtigx7bgFtPvZd0B1Q8/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2025-07-02T10:38:22.938Z,2025-07-02T10:45:29.584Z,5139,dogecryptoco@gmail.com,Спящие активы,Инвестиционное предложение: Автомобильная экосистема,Инвестиционное предложение,,"Silver Eagle Auction Complex aims to create a leading multifunctional automotive ecosystem in Sharjah, UAE. It consolidates two existing auto businesses into a synergistic center, offering online/offline auctions, high-tech auto service, digital/physical showrooms, and car rental. A powerful digital platform ensures transparency and efficiency in vehicle processes.",,4,REVIEW,AI_DONE
Сделай полную копию на английском,1NIB7FovlktO1zIEjjPXT67R6gzbN43AHynlZdZI9PM0,https://docs.google.com/document/d/1NIB7FovlktO1zIEjjPXT67R6gzbN43AHynlZdZI9PM0/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2025-07-01T14:50:06.946Z,2025-07-01T14:50:28.217Z,7317,dogecryptoco@gmail.com,Leaders Advocates,Legal Authority & Asset Management,Legal Document,,"A Power of Attorney grants Alexandr Tiurin extensive authority to manage and dispose of movable and immovable properties, shares, and handle financial/contractual matters for Filipp Korogloev within the UAE. This excludes real estate disposal in Dubai. It signifies significant legal and financial control, impacting his capital index.","AvoInvestGroup, AVOuniverse, 100Trust, Leaders Advocates",5,KEEP,AI_DONE
"Переделай обе расписки
В счет частичной оплаты пер...",1x-6IPEyg_Sjm1d16mNArZaTl-DO4ZvjMSGfv2SP695M,https://docs.google.com/document/d/1x-6IPEyg_Sjm1d16mNArZaTl-DO4ZvjMSGfv2SP695M/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2025-07-01T10:03:09.358Z,2025-07-01T10:05:39.008Z,2412,dogecryptoco@gmail.com,Integra Motors Dubai,Сделка купли-продажи автомобиля,Расписка о получении средств,,"Александр Тюрин, действуя от SERIOUS LAMA CAR RENTAL L.L.C. в Дубае, получил 5,000 AED и 3,000 AED от Алиаксея Юшкевича. Это частичные платежи по договору купли-продажи автомобиля Dodge Challenger в рассрочку от 29 июня 2025 года, отражающие активную деятельность в автомобильном бизнесе.",Integra Motors Dubai,4,KEEP,AI_DONE
Сделай 2 расписки от моего лица на 5000 aed и на 3...,1VmkxS8FBT17k0QeYAtjWWLklxq3MXMrIGWJbVk4yCMc,https://docs.google.com/document/d/1VmkxS8FBT17k0QeYAtjWWLklxq3MXMrIGWJbVk4yCMc/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2025-07-01T09:59:54.142Z,2025-07-01T10:01:13.370Z,2564,dogecryptoco@gmail.com,UNCATEGORIZED,"Финансовые операции, Продажа автомобилей в рассрочку",Расписка о получении средств,,"Александр Тюрин, действуя от имени SERIOUS LAMA CAR RENTAL L.L.C., получил 8,000 AED от Алиаксея Юшкевича 01.07.2025 в Дубае. 5,000 AED из этой суммы являются ежемесячным платежом по договору купли-продажи автомобиля Dodge Challenger в рассрочку. Документ подтверждает финансовые поступления.",,4,KEEP,AI_DONE
Договор Челленджер,19yQ7ePvvRpDKHKJ71JXtAWCkCvQxgyHyk25goSBSJrE,https://docs.google.com/document/d/19yQ7ePvvRpDKHKJ71JXtAWCkCvQxgyHyk25goSBSJrE/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2025-06-29T09:35:30.768Z,2025-06-30T14:36:26.783Z,3961,dogecryptoco@gmail.com,Integra Motors Dubai,Договор купли-продажи автомобиля в рассрочку,Договор,,"Александр Тюрин, представляющий SERIOUS LAMA CAR RENTAL L.L.C, продает автомобиль Dodge Challenger 2020 года выпуска за 35,000 AED Алиаксею Юшкевичу. Оплата производится в рассрочку: 10,000 AED аванс, затем 5,000 AED ежемесячно в течение 5 месяцев. Договор датирован 29 июня 2025 года в Дубае.",Integra Motors Dubai,4,KEEP,AI_DONE
"Перечень документов:

Договор аренды участка и все...",1H-psxSZKlnIQT9gW-C5j7MulZbuJI9l_OE2Mn0qJwAo,https://docs.google.com/document/d/1H-psxSZKlnIQT9gW-C5j7MulZbuJI9l_OE2Mn0qJwAo/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2025-06-24T11:35:34.482Z,2025-06-24T11:36:36.658Z,4354,dogecryptoco@gmail.com,Капитал-индекс,Перечень документов для оценки капитала,Перечень документов,,"Документ представляет собой детальный перечень необходимых документов для оценки капитала, охватывающий недвижимость и активы (договоры аренды, фото, тех. описание, инвентаризация), регистрацию и лицензирование (свидетельства, лицензии), а также финансовые и кадровые аспекты (отчеты о прибылях/убытках, баланс, движение денежных средств, налоговые декларации).","Integra Motors Dubai, Axon Agency, Leaders Advocates, Maritime Wolf Advisory, Ювелирный дом Золотов, AvoInvestGroup, AVOuniverse, 100Trust, Контент-завод",5,KEEP,AI_DONE
сделай полную сводную таблицу обо всех авто,1UlT42hI3kFP6VJ9Jewph1F5Lph1-D24HjXiV2J7_CQ0,https://docs.google.com/spreadsheets/d/1UlT42hI3kFP6VJ9Jewph1F5Lph1-D24HjXiV2J7_CQ0/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.spreadsheet,2025-06-19T18:49:16.079Z,2025-06-19T19:03:03.885Z,4385,dogecryptoco@gmail.com,Капитал-индекс,Автомобильный парк,Инвентаризация активов,,"Сводная таблица из 10 транспортных средств. Большинство (8 ед.) числятся похищенными в рамках 'Дела Марвана', с различными статусами документов. Два автомобиля найдены, но требуют оплаты стоянки и осмотра, также без документов. Общее состояние активов критическое.",Дело Марвана,1,REVIEW,AI_DONE
Сделай без предстоящих расходов,1A2EI34d2iKx34GXDPh6PKL-G-eujE9EYYq-szgXM_Mo,https://docs.google.com/document/d/1A2EI34d2iKx34GXDPh6PKL-G-eujE9EYYq-szgXM_Mo/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2025-06-18T11:38:11.759Z,2025-06-18T11:38:13.180Z,1965,dogecryptoco@gmail.com,UNCATEGORIZED,Personal Budget Analysis,Financial Report,,"This document outlines Alexander Tyurin's current financial status. With a total budget of 11,500 AED, current expenses total 7,580 AED, including vehicle maintenance, fuel, parking, and a car buyout. A surplus of 3,920 AED remains.",,4,KEEP,AI_DONE
По проекту консалтинг,1QSbBiidHU-h3s2uEuFyjCIvwX9POsQOnBpXffIhPcT0,https://docs.google.com/document/d/1QSbBiidHU-h3s2uEuFyjCIvwX9POsQOnBpXffIhPcT0/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2025-06-17T10:58:00.969Z,2025-06-17T11:01:15.746Z,2782,dogecryptoco@gmail.com,Leaders Advocates,Юридические и консалтинговые услуги в ОАЭ,Перечень услуг,,"Документ описывает юридические и консалтинговые услуги в ОАЭ: регистрация компаний, открытие банковских счетов (корпоративных и личных), раздел имущества, консультации по уголовным делам и судебное представительство через местных адвокатов.","Leaders Advocates, AvoInvestGroup, Maritime Wolf Advisory",5,KEEP,AI_DONE
Письмо,15gWWFNDAMJr3P2i9mQx7MrfuGPIiYP3eqPMYtWwX6vI,https://docs.google.com/document/d/15gWWFNDAMJr3P2i9mQx7MrfuGPIiYP3eqPMYtWwX6vI/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2025-06-16T22:34:41.104Z,2025-06-16T22:37:54.398Z,3398,dogecryptoco@gmail.com,AvoInvestGroup,Corporate Restructuring & Expansion,Official Request,,"Official request to amend GERMAN MARINE SERVICE - FZCO (license 17249). Alexander Tyurin will become 90% shareholder, Irina Kiefel 10%. Proposed new names include AVO Capital Management FZCO. The company will add Management Consultancy as a business activity. This signifies a major restructuring and rebranding under Tyurin's AVO umbrella.","AvoInvestGroup, AVOuniverse",5,KEEP,AI_DONE
Новый документ,1xuquaI3ARBy526w_kZIk_247ryeZWpZ1fiyXRqmVlGc,https://docs.google.com/document/d/1xuquaI3ARBy526w_kZIk_247ryeZWpZ1fiyXRqmVlGc/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2025-06-16T21:40:32.855Z,2025-06-16T21:41:48.306Z,5707,dogecryptoco@gmail.com,UNCATEGORIZED,,Черновик,,,,1,REVIEW,RULE_DONE
Сводная таблица авто 134.06.2025,1RuecO3AaqToasXUApGQ_JDvUiiuS5ECDJazTelGZteA,https://docs.google.com/spreadsheets/d/1RuecO3AaqToasXUApGQ_JDvUiiuS5ECDJazTelGZteA/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.spreadsheet,2025-06-14T13:23:42.432Z,2025-06-14T13:55:46.083Z,7322,dogecryptoco@gmail.com,Integra Motors Dubai,Управление автомобильным парком,Реестр активов,,"Файл содержит сводную таблицу автомобилей Александра Тюрина, включая ID, марку, модель, год, VIN, госномер, цвет, проект/назначение, текущий статус (много похищенных в рамках 'Дела Марвана'), статус документов и ключевые задачи. Требуется работа по возврату похищенных и подготовке к продаже найденных авто.",Integra Motors Dubai,5,REVIEW,AI_DONE
Согласно последним фотографиями лишние слова,1ZakNYP1GawoOTIgT9VF3KA0SKuviqizvaXjVLaSwwo8,https://docs.google.com/document/d/1ZakNYP1GawoOTIgT9VF3KA0SKuviqizvaXjVLaSwwo8/edit?usp=drivesdk,_ROOT_,root,application/vnd.google-apps.document,2025-06-14T12:46:38.503Z,2025-06-14T12:47:21.545Z,1671,dogecryptoco@gmail.com,AvoInvestGroup,Автомобиль,Актив,,"Карточка автомобиля Volvo XC60 (2022, черный) с государственным номером BB 25805 (Дубай) и VIN YV1L5AUZ5N1940920. Автомобиль в отличном, ухоженном состоянии, является активом в индексе капитала Александра Тюрина.",,4,KEEP,AI_DONE
